expr_str,ic_5,ic_60,ret_5,ret_60,fitness
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.006619476747026929,-0.017363679183616854,0.4288173188575346,0.42317345534075224,0.30179424435899693
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20)",-0.006304761278472753,-0.02158017155691908,0.34954295673180535,0.36926042099271617,0.25576392212889126
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20)",-0.006721779673327618,-0.019192247740959522,0.34601008619617146,0.34657517758792866,0.2462919464365781
"ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema(ts_ema((lowdivlow),20),20),20),20),20),20),20),20),20),20),20),20),20),20),20),20),20),20),20)",-0.00621569461891666,-0.011548393890282298,0.3172315273554971,0.3192837502846382,0.22544496045042717
